Site_Duration	PurchaseRates	ExitRates	VisitorType	Weekend
253	0	0.016666667	Returning_Visitor	FALSE
0	0.2	0.2	Returning_Visitor	FALSE
0	0.2	0.2	Returning_Visitor	FALSE
436.5	0.008	0.024	Returning_Visitor	FALSE
1045.833333	0.012903226	0.035483871	Returning_Visitor	FALSE
317.8333333	0	0.005555556	Returning_Visitor	TRUE
1146.333333	0	0.012962963	Returning_Visitor	FALSE
577	0.018181818	0.027272727	Returning_Visitor	FALSE
95	0	0.075	Returning_Visitor	FALSE
301.5	0	0.111111111	Returning_Visitor	FALSE
243	0	0.033333333	Returning_Visitor	FALSE
135.5	0	0.05	Returning_Visitor	FALSE
442.3333333	0	0.034375	Returning_Visitor	FALSE
41	0	0.066666667	Returning_Visitor	FALSE
292.9	0.028	0.11952381	Returning_Visitor	FALSE
0	0.2	0.2	Returning_Visitor	FALSE
1238.333333	0	0.040740741	Returning_Visitor	FALSE
225.4666667	0	0.05	Returning_Visitor	FALSE
1873.216667	0	0.00754717	Returning_Visitor	FALSE
13	0.133333333	0.166666667	Returning_Visitor	FALSE
222	0	0.1	Returning_Visitor	TRUE
214.8333333	0	0.022222222	Returning_Visitor	FALSE
0	0.2	0.2	Returning_Visitor	FALSE
2017.166667	0	0.011111111	Returning_Visitor	FALSE
449.0277778	0	0.018518519	Returning_Visitor	FALSE
158.1666667	0	0.033333333	Returning_Visitor	FALSE
303.6666667	0.005555556	0.046296296	Returning_Visitor	FALSE
25	0	0.066666667	Returning_Visitor	FALSE
42	0.05	0.15	Returning_Visitor	FALSE
1003.416667	0	0.018039216	Returning_Visitor	FALSE
0	0.2	0.2	Returning_Visitor	FALSE
272.5	0	0.011851852	Returning_Visitor	FALSE
344	0	0.007407407	Returning_Visitor	FALSE
0	0.2	0.2	Returning_Visitor	FALSE
852	0	0.009090909	Returning_Visitor	FALSE
780	0.066666667	0.066666667	Returning_Visitor	FALSE
1038	0	0.033333333	Returning_Visitor	FALSE
573	0	0.05	Returning_Visitor	FALSE
1231.233333	0.007142857	0.030357143	Returning_Visitor	FALSE
316.6666667	0	0.027272727	Returning_Visitor	FALSE
873.7365079	0.0075	0.028166667	Returning_Visitor	FALSE
0	0.2	0.2	Returning_Visitor	FALSE
16	0.1	0.15	Returning_Visitor	FALSE
615	0	0.026315789	Returning_Visitor	FALSE
261.75	0	0.026666667	Returning_Visitor	FALSE
615.8831169	0.033333333	0.04993081	Returning_Visitor	TRUE
0	0.2	0.2	Returning_Visitor	TRUE
117.5	0	0.033333333	Returning_Visitor	TRUE
0	0.2	0.2	Returning_Visitor	FALSE
0	0.2	0.2	Returning_Visitor	FALSE
501.6666667	0.008695652	0.01884058	Returning_Visitor	FALSE
829.1666667	0.03030303	0.040606061	Returning_Visitor	TRUE
1223	0.015217391	0.012463768	Returning_Visitor	TRUE
467	0	0.016666667	Returning_Visitor	FALSE
737.1666667	0.008695652	0.011594203	Returning_Visitor	FALSE
129	0	0.033333333	Returning_Visitor	FALSE
63	0	0.04	Returning_Visitor	FALSE
125	0.086666667	0.166666667	Returning_Visitor	FALSE
684.3333333	0.018181818	0.063636364	Returning_Visitor	FALSE
665.4722222	0	0.0145	Returning_Visitor	TRUE
487.5	0	0.019166667	Returning_Visitor	TRUE
437.1666667	0.011111111	0.033333333	Returning_Visitor	FALSE
55	0.066666667	0.1	Returning_Visitor	FALSE
0	0.2	0.2	Returning_Visitor	TRUE
446.9277778	0	0.008602151	Returning_Visitor	TRUE
320.5	0	0.015384615	Returning_Visitor	FALSE
666	0	0.014285714	Returning_Visitor	FALSE
405.7095238	0.010743802	0.047002635	Returning_Visitor	FALSE
0	0.2	0.2	Returning_Visitor	FALSE
163.25	0.033333333	0.033333333	Returning_Visitor	FALSE
284.25	0	0.011764706	Returning_Visitor	TRUE
0	0.2	0.2	Returning_Visitor	FALSE
0	0.2	0.2	Returning_Visitor	FALSE
260	0.008333333	0.025	Returning_Visitor	TRUE
279.8571429	0.003174603	0.012764202	Returning_Visitor	FALSE
927.45	0.011111111	0.027248677	Returning_Visitor	FALSE
836.8	0	0.006339869	Returning_Visitor	FALSE
3283.166739	0.001960784	0.013509414	Returning_Visitor	TRUE
1868.819697	0	0.020708874	Returning_Visitor	FALSE
3008.124108	0.007142857	0.016727891	Returning_Visitor	FALSE
0	0.2	0.2	Returning_Visitor	FALSE
3230.25	0.036190476	0.096	Returning_Visitor	FALSE
319	0	0.02	Returning_Visitor	FALSE
42	0	0.066666667	Returning_Visitor	FALSE
354.3333333	0.009090909	0.057662338	Returning_Visitor	TRUE
3556.61241	0.002061856	0.010173465	Returning_Visitor	FALSE
2563.783333	0	0.005797101	New_Visitor	FALSE
3014.018519	0.013068182	0.06140625	Returning_Visitor	FALSE
840.2333333	0	0.001666667	New_Visitor	FALSE
1970.844805	0	0.001724138	New_Visitor	TRUE
2867	0	0.004	Returning_Visitor	TRUE
43	0	0.04	Returning_Visitor	TRUE
284.5	0	0.004166667	New_Visitor	FALSE
133.5	0	0.088888889	Returning_Visitor	FALSE
297.6666667	0	0.008333333	Returning_Visitor	FALSE
453.75	0	0.005263158	New_Visitor	FALSE
1331.75	0	0.0125	New_Visitor	FALSE
558.5	0	0.028571429	New_Visitor	TRUE
145.8333333	0	0.016666667	New_Visitor	FALSE
731	0	0.04375	Returning_Visitor	FALSE
188	0.033333333	0.0375	Returning_Visitor	FALSE
565.3333333	0.037619048	0.04952381	Returning_Visitor	FALSE
50	0	0.05	Returning_Visitor	FALSE
591	0.006666667	0.033333333	Returning_Visitor	TRUE
281	0	0.042857143	Returning_Visitor	FALSE
483.8333333	0	0.02	Returning_Visitor	FALSE
42	0	0.066666667	Returning_Visitor	FALSE
1192.386111	0.005714286	0.028571429	Returning_Visitor	FALSE
198	0.016666667	0.075	Returning_Visitor	FALSE
15	0	0.066666667	Returning_Visitor	FALSE
643	0	0.013333333	Returning_Visitor	FALSE
23	0.08	0.12	Returning_Visitor	FALSE
14	0.1	0.15	Returning_Visitor	FALSE
210.5	0	0.02	New_Visitor	FALSE
1529.30467	0.001481481	0.009150327	Returning_Visitor	FALSE
19	0	0.1	Returning_Visitor	TRUE
1599.083333	0	0.006578947	Returning_Visitor	FALSE
102.5	0	0.022222222	Returning_Visitor	FALSE
2337	0	0.013333333	Returning_Visitor	FALSE
1883.5	0.010526316	0.021052632	Returning_Visitor	FALSE
1245.3	0.004	0.020666667	Returning_Visitor	TRUE
1674.583333	0	0.014666667	Returning_Visitor	FALSE
132	0.011111111	0.033333333	Returning_Visitor	TRUE
1434.255128	0	0.019230769	Returning_Visitor	TRUE
367.25	0.005263158	0.044210526	Returning_Visitor	TRUE
148.5	0	0.014081633	Returning_Visitor	FALSE
1482.210784	0.006896552	0.010600255	Returning_Visitor	TRUE
1048.492063	0.011578947	0.032225685	Returning_Visitor	TRUE
478	0	0.011111111	Returning_Visitor	TRUE
980.25	0	0.04	Returning_Visitor	FALSE
1124.693074	0.022807018	0.036550087	Returning_Visitor	FALSE
353.1666667	0.018181818	0.031818182	Returning_Visitor	FALSE
1489.083333	0.023529412	0.046470588	Returning_Visitor	FALSE
2389.333333	0.016666667	0.030833333	Returning_Visitor	TRUE
753	0	0.00952381	Returning_Visitor	FALSE
688.1666667	0	0.019354839	Returning_Visitor	FALSE
811	0.015384615	0.041025641	Returning_Visitor	FALSE
415.25	0.033333333	0.048148148	Returning_Visitor	FALSE
908.013456	0.005	0.01805276	Returning_Visitor	FALSE
2753.378571	0.012676056	0.015201207	Returning_Visitor	TRUE
2452.582143	0.007246377	0.022253906	Returning_Visitor	TRUE
5188.5	0	0.05	Returning_Visitor	FALSE
0	0.2	0.2	Returning_Visitor	FALSE
57	0.08	0.12	Returning_Visitor	FALSE
8	0	0.1	Returning_Visitor	TRUE
1430.659091	0.01	0.025666667	Returning_Visitor	FALSE
20	0	0.05	Returning_Visitor	FALSE
1373.75	0	0.02	Returning_Visitor	FALSE
844.25	0	0.01037037	Returning_Visitor	FALSE
188	0	0.033333333	New_Visitor	FALSE
527.375	0.015555556	0.033862434	Returning_Visitor	TRUE
0	0.2	0.2	Returning_Visitor	FALSE
1916.761905	0.006451613	0.018709677	Returning_Visitor	TRUE
116.3333333	0	0.066666667	Returning_Visitor	FALSE
397	0	0.02	Returning_Visitor	FALSE
5220.083333	0	0.003329865	Returning_Visitor	TRUE
219.3333333	0	0.011666667	Returning_Visitor	FALSE
74	0	0.04	Returning_Visitor	FALSE
1559.6	0	0.033846154	Returning_Visitor	FALSE
236.5	0	0.016666667	Returning_Visitor	TRUE
348.6666667	0.035714286	0.053571429	Returning_Visitor	TRUE
0	0.2	0.2	Returning_Visitor	FALSE
224.5	0	0.014285714	New_Visitor	FALSE
601.7666667	0	0.004545455	Returning_Visitor	FALSE
75.5	0.02	0.013333333	Returning_Visitor	TRUE
153	0	0.05	Returning_Visitor	FALSE
197.2	0	0.016666667	Returning_Visitor	TRUE
3658.5	0.016666667	0.05	Returning_Visitor	FALSE
1162.5	0	0.025	Returning_Visitor	FALSE
556.6	0.014583333	0.039583333	Returning_Visitor	FALSE
41	0	0.033333333	Returning_Visitor	TRUE
300.0714286	0	0.02	Returning_Visitor	TRUE
1626.625433	0.010638298	0.026186255	Returning_Visitor	FALSE
69.25	0	0.044444444	Returning_Visitor	FALSE
1169.1	0.02	0.05	Returning_Visitor	FALSE
402	0	0.038095238	Returning_Visitor	FALSE
0	0.2	0.2	Returning_Visitor	FALSE
3324.333333	0.011428571	0.024761905	Returning_Visitor	FALSE
3037.499952	0.002150538	0.007722385	Returning_Visitor	FALSE
59	0	0.05	Returning_Visitor	FALSE
1059.253472	0.010588235	0.022643039	Returning_Visitor	FALSE
720	0	0.011111111	Returning_Visitor	FALSE
905.4856061	0.0135	0.03747619	Returning_Visitor	FALSE
0	0.2	0.2	Returning_Visitor	TRUE
603.6666667	0	0.0125	Returning_Visitor	FALSE
328.9166667	0	0.014285714	Returning_Visitor	FALSE
778.8166667	0	0.022424242	Returning_Visitor	FALSE
851.5595238	0.004545455	0.031907308	Returning_Visitor	FALSE
0	0.2	0.2	Returning_Visitor	FALSE
227.5	0	0.022222222	Returning_Visitor	FALSE
528.9	0	0.002272727	Returning_Visitor	TRUE
872.8333333	0	0.026666667	Returning_Visitor	TRUE
0	0.2	0.2	Returning_Visitor	FALSE
835.0666667	0.012571429	0.044761905	Returning_Visitor	FALSE
82.5	0	0.05	Returning_Visitor	FALSE
13	0	0.1	Returning_Visitor	FALSE
9	0	0.1	Returning_Visitor	TRUE
7	0	0.1	Returning_Visitor	FALSE
94.5	0.033333333	0.025555556	Returning_Visitor	FALSE
267.3	0	0.016	Returning_Visitor	TRUE
3312.5	0.013793103	0.028965517	Returning_Visitor	FALSE
75	0	0.066666667	Returning_Visitor	TRUE
75	0.05	0.11	Returning_Visitor	FALSE
1547.5	0.003703704	0.014814815	Returning_Visitor	FALSE
1276.157071	0	0.008681765	Returning_Visitor	FALSE
2631.1	0	0.00969697	Returning_Visitor	FALSE
96	0	0.1	Returning_Visitor	FALSE
1370	0	0.025	Returning_Visitor	FALSE
97	0	0.04	Returning_Visitor	FALSE
1380.166667	0	0.01037037	Returning_Visitor	FALSE
1483.6	0.022916667	0.038373016	Returning_Visitor	FALSE
156	0	0.04	Returning_Visitor	FALSE
240.75	0	0.02	Returning_Visitor	FALSE
1238.5	0.005128205	0.016410256	New_Visitor	FALSE
2524.719048	0	0.000175593	Returning_Visitor	FALSE
54	0	0.028571429	Returning_Visitor	FALSE
35	0	0.05	New_Visitor	FALSE
175.9166667	0.013333333	0.026666667	Returning_Visitor	TRUE
263.6	0	0.003571429	Returning_Visitor	FALSE
101.8	0	0.011111111	New_Visitor	FALSE
0	0.2	0.2	Returning_Visitor	FALSE
1042.242857	0	0.002222222	New_Visitor	FALSE
613.6666667	0.008333333	0.023611111	Returning_Visitor	FALSE
1588.944444	0.003076923	0.009213675	Returning_Visitor	FALSE
4105.666667	0.002631579	0.017324561	Returning_Visitor	FALSE
269.5	0	0.019047619	Returning_Visitor	FALSE
1236.2	0	0.028571429	Returning_Visitor	FALSE
1384.016667	0	0.011904762	Returning_Visitor	FALSE
52	0	0.025	Returning_Visitor	FALSE
664.75	0	0.005057471	Returning_Visitor	FALSE
64	0	0.014285714	Returning_Visitor	FALSE
0	0.2	0.2	Returning_Visitor	FALSE
326.5	0.1	0.125	Returning_Visitor	FALSE
1690.977778	0.008	0.037333333	Returning_Visitor	FALSE
0	0.2	0.2	Returning_Visitor	FALSE
178.75	0	0.008	New_Visitor	FALSE
407	0	0.033333333	Returning_Visitor	FALSE
1513.566667	0.005128205	0.021367521	Returning_Visitor	FALSE
832.0909091	0	0.009876543	New_Visitor	FALSE
250.8333333	0	0.016666667	Returning_Visitor	TRUE
565.6666667	0	0.00625	New_Visitor	FALSE
194	0.02	0.04	Returning_Visitor	FALSE
298	0	0.016666667	Returning_Visitor	TRUE
1743.066667	0	0.004371585	Returning_Visitor	FALSE
655.9166667	0	0.011111111	Returning_Visitor	FALSE
1992.833333	0	0.003333333	Returning_Visitor	FALSE
0	0.2	0.2	Returning_Visitor	FALSE
308.8635531	0	0.028030303	Returning_Visitor	FALSE
2749.666667	0	0.005555556	Returning_Visitor	FALSE
0	0.2	0.2	Returning_Visitor	FALSE
812	0	0.008	Returning_Visitor	FALSE
166	0.028571429	0.071428571	Returning_Visitor	TRUE
65	0	0.05	Returning_Visitor	FALSE
2450.688095	0.027083333	0.047905093	Returning_Visitor	FALSE
226.8333333	0	0.01	Returning_Visitor	TRUE
341	0	0.007692308	New_Visitor	FALSE
226	0	0.053846154	Returning_Visitor	TRUE
3510.879903	9.83E-05	0.009438427	Returning_Visitor	FALSE
6	0	0.033333333	Returning_Visitor	FALSE
559.4	0.014814815	0.030452675	Returning_Visitor	TRUE
1109.883333	0.013888889	0.027742165	Returning_Visitor	FALSE
239	0	0.04	Returning_Visitor	FALSE
212.1666667	0	0.00625	New_Visitor	TRUE
2820.952419	0.008897485	0.029431012	Returning_Visitor	FALSE
44	0.066666667	0.1	Returning_Visitor	FALSE
781	0.028571429	0.057142857	Returning_Visitor	FALSE
175.6666667	0	0.010588235	Returning_Visitor	FALSE
397.8846154	0.005333333	0.033504762	Returning_Visitor	TRUE
770.0285714	0.0112	0.034933333	Returning_Visitor	FALSE
1034.975	0	0.014	Returning_Visitor	FALSE
12	0	0.1	Returning_Visitor	FALSE
8	0.066666667	0.133333333	Returning_Visitor	FALSE
399.8	0.019047619	0.038095238	Returning_Visitor	FALSE
0	0.2	0.2	Returning_Visitor	FALSE
2258.430586	0.01	0.020655014	Returning_Visitor	FALSE
254	0	0.1	Returning_Visitor	FALSE
67	0	0.028571429	Returning_Visitor	FALSE
57	0	0.025	Returning_Visitor	FALSE
240.4166667	0	0.061688312	Returning_Visitor	FALSE
551.1666667	0.025	0.035	Returning_Visitor	FALSE
1532.2	0.009929078	0.019797366	Returning_Visitor	FALSE
379.5	0.057142857	0.085714286	Returning_Visitor	FALSE
548.1857143	0.028571429	0.02987013	Returning_Visitor	TRUE
1735.301587	0.015625	0.0515625	Returning_Visitor	FALSE
103	0	0.022222222	Returning_Visitor	TRUE
1406.1	0.004081633	0.006501458	Returning_Visitor	FALSE
331.4	0	0.003333333	New_Visitor	FALSE
1759.275703	0.004545455	0.020644542	Returning_Visitor	FALSE
0	0.2	0.2	Returning_Visitor	FALSE
1204.600433	0.000854701	0.013342491	Returning_Visitor	FALSE
1743.366667	0	0.016410256	Returning_Visitor	FALSE
236	0	0.026666667	Returning_Visitor	FALSE
427.0833333	0	0.008695652	New_Visitor	FALSE
909.522619	0.004255319	0.020449173	Returning_Visitor	FALSE
702.9166667	0	0.014259259	New_Visitor	FALSE
962.3333333	0	0.01625	Returning_Visitor	FALSE
159	0	0.008	New_Visitor	FALSE
24	0	0.1	Returning_Visitor	FALSE
1569.625	0	0.008108108	Returning_Visitor	TRUE
424.8333333	0	0.0125	Returning_Visitor	FALSE
154.8333333	0	0.00625	Returning_Visitor	FALSE
758.4428571	0	0.010526316	Returning_Visitor	TRUE
305.875	0	0.001709402	New_Visitor	TRUE
62	0	0.025	Returning_Visitor	TRUE
656.25	0.028571429	0.028571429	Returning_Visitor	TRUE
617.5	0.006896552	0.01954023	Returning_Visitor	FALSE
245	0	0.0125	Returning_Visitor	TRUE
20	0	0.066666667	Returning_Visitor	TRUE
0	0.2	0.2	Returning_Visitor	TRUE
22	0	0.1	Returning_Visitor	FALSE
872.4	0.003508772	0.01754386	Returning_Visitor	TRUE
0	0.2	0.2	Returning_Visitor	FALSE
1372	0.005405405	0.018918919	Returning_Visitor	FALSE
139	0.022222222	0.055555556	Returning_Visitor	TRUE
5042.458059	0.003870968	0.007285123	Returning_Visitor	FALSE
288.5	0	0.0125	Returning_Visitor	TRUE
0	0.2	0.2	Returning_Visitor	TRUE
192	0	0.04	Returning_Visitor	FALSE
954.6666667	0	0.003846154	Returning_Visitor	FALSE
0	0.2	0.2	Returning_Visitor	FALSE
429	0.013333333	0.040444444	Returning_Visitor	FALSE
1546.5	0	0.008333333	Returning_Visitor	TRUE
96.46666667	0	0.018181818	Returning_Visitor	FALSE
198.8333333	0	0.006060606	New_Visitor	TRUE
181	0.075	0.1	Returning_Visitor	TRUE
208.5	0	0.011764706	New_Visitor	TRUE
517.4238095	0.019047619	0.025	Returning_Visitor	FALSE
358.0666667	0	0.025	Returning_Visitor	FALSE
339.25	0	0.026984127	Returning_Visitor	FALSE
796	0	0.013333333	Returning_Visitor	FALSE
1759.416667	0	0.002903226	Returning_Visitor	TRUE
3277	0.015789474	0.037894737	Returning_Visitor	FALSE
265.1666667	0	0.046153846	Returning_Visitor	FALSE
437.2	0	0.002222222	New_Visitor	FALSE
92	0	0.066666667	Returning_Visitor	FALSE
0	0	0.05	Returning_Visitor	TRUE
1266.267677	0.002197802	0.037765568	Returning_Visitor	FALSE
19	0	0.033333333	New_Visitor	FALSE
1882.113409	0.004	0.019314286	Returning_Visitor	FALSE
616.4	0	0.018181818	Returning_Visitor	TRUE
155	0.04	0.053333333	Returning_Visitor	FALSE
814.5	0	0.01	New_Visitor	FALSE
460.4166667	0.019047619	0.036507937	Returning_Visitor	FALSE
819.5	0	0.036	Returning_Visitor	TRUE
659.2	0	0.006451613	New_Visitor	TRUE
427	0	0.04	Returning_Visitor	TRUE
0	0.2	0.2	Returning_Visitor	FALSE
766.5	0	0.0125	New_Visitor	TRUE
0	0.2	0.2	Returning_Visitor	FALSE
2425	0	0.007142857	Returning_Visitor	FALSE
416.5	0	0.007142857	New_Visitor	TRUE
638.6428571	0.003571429	0.053571429	Returning_Visitor	FALSE
445	0	0.014285714	Returning_Visitor	TRUE
81	0	0.025	Returning_Visitor	FALSE
1985	0.03	0.055	Returning_Visitor	FALSE
758.1444444	0.04	0.059846154	Returning_Visitor	TRUE
310.9	0	0.01	Returning_Visitor	FALSE
482	0.0125	0.025	Returning_Visitor	FALSE
0	0.2	0.2	Returning_Visitor	FALSE
709.8333333	0.026666667	0.046666667	Returning_Visitor	TRUE
4547.166667	0.012903226	0.039247312	Returning_Visitor	FALSE
1040	0.077777778	0.116666667	Returning_Visitor	FALSE
223	0.066666667	0.133333333	Returning_Visitor	FALSE
687.5	0.020512821	0.035897436	Returning_Visitor	TRUE
632.5833333	0	0.021666667	Returning_Visitor	FALSE
312	0	0.044444444	New_Visitor	TRUE
2502.966667	0	0.008510638	New_Visitor	TRUE
3608.9	0	0.019871795	Returning_Visitor	FALSE
406.575	0.019047619	0.032380952	Returning_Visitor	FALSE
0	0.2	0.2	Returning_Visitor	FALSE
2487.5	0.017105263	0.047105263	Returning_Visitor	FALSE
212.8	0.019047619	0.042857143	Returning_Visitor	FALSE
510	0.013636364	0.034848485	Returning_Visitor	FALSE
0	0.2	0.2	Returning_Visitor	FALSE
72.33333333	0	0.014285714	New_Visitor	FALSE
96.5	0.030769231	0.076923077	Returning_Visitor	FALSE
267	0	0.05	Returning_Visitor	FALSE
481.1666667	0	0.025	Returning_Visitor	FALSE
2528	0	0.066666667	Returning_Visitor	TRUE
1530.194444	0.007407407	0.014814815	Returning_Visitor	FALSE
289.5	0	0.014285714	Returning_Visitor	TRUE
10	0	0.1	Returning_Visitor	TRUE
676.75	0.014285714	0.035714286	Returning_Visitor	FALSE
36	0.05	0.1	Returning_Visitor	FALSE
65	0	0.025	New_Visitor	TRUE
630.75	0	0.04047619	Returning_Visitor	TRUE
336.5	0	0.005555556	Returning_Visitor	TRUE
77	0	0.04	Returning_Visitor	TRUE
44.66666667	0	0.025	Returning_Visitor	TRUE
3410.875	0.019871795	0.09	Returning_Visitor	FALSE
322.5	0.04	0.07	Returning_Visitor	FALSE
919	0	0.027272727	Returning_Visitor	FALSE
2096.911364	0.003333333	0.014008551	Returning_Visitor	FALSE
2868.133333	0.011428571	0.01725974	Returning_Visitor	FALSE
1058.893939	0	0.010493827	Returning_Visitor	FALSE
54.38095238	0	0.003571429	New_Visitor	TRUE
543.5	0.007692308	0.038461538	Returning_Visitor	FALSE
1089	0.006896552	0.013793103	Returning_Visitor	FALSE
1131.808333	0.028787879	0.047348485	Returning_Visitor	FALSE
314.5	0.033333333	0.066666667	Returning_Visitor	FALSE
11301.20416	0	0.00742538	Returning_Visitor	FALSE
1946.942857	0.005882353	0.020602653	Returning_Visitor	FALSE
0	0.2	0.2	Returning_Visitor	FALSE
1558	0.006666667	0.013333333	Returning_Visitor	TRUE
1198.75	0	0.003174603	Returning_Visitor	FALSE
0	0.2	0.2	Returning_Visitor	FALSE
927.1666667	0	0.014705882	Returning_Visitor	FALSE
584.5958874	0.005128205	0.013043478	Returning_Visitor	TRUE
135.5	0	0.066666667	Returning_Visitor	FALSE
292.5	0	0.027272727	Returning_Visitor	TRUE
68.5	0	0.033333333	Returning_Visitor	FALSE
364.1666667	0.004	0.02	Returning_Visitor	FALSE
694.3	0.023076923	0.036410256	Returning_Visitor	TRUE
236	0	0.025	Returning_Visitor	TRUE
1128.468254	0.038461538	0.058577534	Returning_Visitor	FALSE
81	0	0.025	Returning_Visitor	FALSE
521.5	0.018181818	0.021212121	Returning_Visitor	TRUE
496.75	0	0.011111111	Returning_Visitor	FALSE
104.8333333	0.022222222	0.072222222	Returning_Visitor	FALSE
